trigram phrase,frequency
hey don't y'all,1
she did not,1
dead i'll see,1
i've been locked,1
to fight same,1
you are beautiful,1
forgotten to the,1
more victims i,1
seat of a,1
has been done,1
revenge and it,1
one you see,1
10 years for,1
police and told,1
putting them through,1
days i'm sorry,1
a hell they,1
say yes ain't,1
east side family,1
peace for my,1
d j laurie,1
mexican kills a,1
the struggle for,1
be forgiven for,1
real ya'll will,1
the deceased sims,1
as merciful to,1
to forgive us,1
am at total,1
and i knew,1
bless yes i,1
you but i,1
people that they,1
forced to represent,1
salaamu amen bro,1
me a long,1
things that are,1
for this my,1
kept this nation,1
is all let's,1
did this and,1
does i am,1
your concern and,1
gladly i love,1
continue with criminal,1
you love you,1
society as he,1
and richard i,1
dealers i send,1
be careful be,1
of mine and,1
one i love,1
lord take care,1
with ya'll in,1
cross you have,1
sorry for shooting,1
his suit case,1
been more proud,1
i accept responsibility,1
leave with peace,1
how i have,1
wrongs a lot,1
she is not,1
document that my,1
is here present,1
bring back mark,1
caused my friends,1
hope the politicians,1
them the same,1
paying my debt,1
hearing was over,1
my aunt or,1
and my grandfather,1
to keep your,1
judge the prosecutor,1
nothing shall i,1
good to see,1
me right beside,1
i shouldn't have,1
bottom of my,1
to everybody back,1
the man but,1
iam ready sir,1
first two or,1
of her and,1
this i know,1
somebody my gun,1
pray lord please,1
to do this,1
herz and seele,1
to accept jesus,1
find fear in,1
has got a,1
in the truck,1
to ride jesus,1
ancient forefathers love,1
20 years i,1
stand up and,1
with you amen,1
are some lawyers,1
my maker what,1
praise god amen,1
your son back,1
press out there,1
ain't doing nothing,1
already i am,1
beyond fail that's,1
the ones i,1
not here because,1
mourn for they,1
spin on it,1
placed in the,1
kind of hard,1
thank you when,1
bear witness there,1
beating by a,1
help i want,1
it like a,1
me through this,1
all i need,1
before dishonor cori,1
say only the,1
heart know that,1
the last quarter,1
y'all and you,1
matter what you,1
was horrible and,1
necessary stay strong,1
will help them,1
jonesin for drugs,1
to the hate,1
in a long,1
islam i would,1
given a job,1
thanks to everybody,1
pain and heartache,1
that god takes,1
a brother loved,1
race i thank,1
help your sister,1
bros i know,1
y'all in slayton,1
who kept agreeing,1
being punished for,1
your slave i,1
hear me say,1
will gladly give,1
anybody that wants,1
your protection and,1
confess you as,1
keep from going,1
in this new,1
situation that took,1
i have hurt,1
of hearts for,1
with it if,1
them for their,1
really am you,1
lord all glory,1
folks there of,1
make positive changes,1
single solitary sin,1
raise the flag,1
all aside don't,1
hope that sometime,1
to hurt me,1
to clay peterson's,1
am not an,1
right now you,1
mother i am,1
starting to go,1
that truthfully chief,1
okay all this,1
whiteside and irene,1
gonna be good,1
michelle y'all know,1
they may execute,1
i am leaving,1
am so so,1
me my family,1
warrior queen you,1
see y'all in,1
they do as,1
man i wish,1
go warden coming,1
into anybody's veins,1
death row mexico,1
to have surgery,1
36 if you,1
of tears behind,1
from this day,1
don't mind if,1
who seek to,1
lies set me,1
them all but,1
what happened was,1
i'm definitely not,1
injustice this doesn't,1
done i've hurt,1
linda amber kathy,1
in my thoughts,1
was never nothing,1
but even more,1
went along with,1
don't be in,1
asking ya'll to,1
beautiful people you,1
devin and walt,1
sister grandmother cousins,1
do the right,1
be okay angela,1
show it i,1
you pop love,1
people seeking revenge,1
remind them of,1
with that's it,1
who support the,1
a god of,1
the back they,1
for them that's,1
it you know,1
giving me their,1
wife my daughters,1
and i'll miss,1
english i did,1
pray that if,1
now it was,1
oh i would,1
very remorseful about,1
way i love,1
know when i,1
own wealth and,1
feel is right,1
the community and,1
chiquita peace freedom,1
family i treasure,1
and sisters to,1
my transgressions i,1
take your lying,1
all o k,1
have never thought,1
me support these,1
not forgive mike,1
off this gurney,1
my eyes you,1
home first of,1
support me alison,1
giving me so,1
against them i,1
for people seeking,1
pray for two,1
ann jenny carla,1
each other stay,1
as crooked as,1
a hug for,1
happiness i have,1
her the attorney,1
zero respect for,1
regret the pain,1
especially the free,1
go forward we,1
for not extending,1
that are dying,1
lopez i thank,1
they're coming from,1
that in order,1
truth is that,1
hoping that somebody,1
claudia i love,1
be faking and,1
made mine i,1
what they have,1
sell out lawyers,1
sometimes you don't,1
this out to,1
everyone who believes,1
salvation my night,1
like you have,1
forced i tell,1
so determined to,1
not just it,1
you can proceed,1
my hand lord,1
to my heart,1
god's love is,1
got fired and,1
by me mom,1
read it and,1
me mom i,1
daughter in 1983,1
shelby god bless,1
knows what happened,1
way we should,1
to happen many,1
me up in,1
population with gods,1
know i might,1
to gain the,1
if you confess,1
started what happened,1
killing of poor,1
over and then,1
ya'll thank you,1
people present as,1
be back mama,1
feet put some,1
them god forgive,1
am saved and,1
nobody nobody has,1
nothing compared to,1
all sinners i,1
today for the,1
you get better,1
you cannot stop,1
gone john cort,1
of you ya'll,1
cause he is,1
do but that's,1
the same i,1
don't even know,1
did i apologize,1
and a deception,1
ones this was,1
feel me people,1
for counseling me,1
you guys god,1
we give praise,1
is only the,1
article the globe,1
to the offender,1
and strength thank,1
deserve i love,1
any bitterness that,1
hope mrs howard,1
officer people hollered,1
time again the,1
mad at you,1
them forgive me,1
it was going,1
kids were still,1
tonight and the,1
didn't walk to,1
received your poem,1
love lord reach,1
you too bro,1
later go ahead,1
the streets so,1
a new chapter,1
me yes man,1
bianca make sure,1
09 06 i,1
spent half the,1
believe i want,1
say this i,1
this world i,1
hold me in,1
look at me,1
to it that,1
forgive and embrace,1
take it all,1
warden yes from,1
you leo are,1
some things you,1
to be the,1
have had in,1
best and ah,1
anybody that know,1
care and somebody,1
end with a,1
and mr galloway,1
i got down,1
i don't see,1
every night i,1
didn't do but,1
a man wants,1
these years and,1
each new indignity,1
remembers us and,1
maria maria i,1
ask is that,1
can't imagine what,1
wife had nothing,1
in the front,1
in this tragedy,1
forget the t,1
everybody look after,1
the church pastors,1
guaranteed under the,1
received a letter,1
a diaper i,1
hurt so many,1
i caused my,1
stop us tonight,1
not hurting me,1
one of y'all,1
strong know my,1
public as trial's,1
this earth until,1
you and thanks,1
is happy now,1
request is that,1
merit i love,1
don't forgive me,1
end we're all,1
your heart one,1
know what these,1
have had y'all,1
me with respect,1
warden roll lsquo,1
i'm finished talking,1
about this entire,1
could have seen,1
forever i love,1
lives mexico raise,1
i am due,1
all my nieces,1
this but when,1
proceed heavenly father,1
it happen i,1
the beginning of,1
those from the,1
him this what,1
know she is,1
of my ancestors,1
take this endeavor,1
down on my,1
years have been,1
of mistakes that,1
i do victor,1
to end this,1
to struggle physically,1
tell mom everybody,1
tonight what has,1
me that believe,1
y'all worry about,1
texas a process,1
and brothers i,1
but with god,1
never going to,1
you for having,1
gone keep me,1
to go are,1
pain to my,1
in support of,1
to contact you,1
in the trial,1
be hurting i,1
for something he,1
here the robinson,1
lord and thank,1
them you all,1
look to my,1
no rapes i,1
allah and momma,1
the south this,1
you at i'm,1
know to celebrate,1
bye i have,1
my life hallelujah,1
some closure from,1
for being beside,1
of this took,1
loved one this,1
of yourself that's,1
with the bad,1
my sister and,1
anthony graves had,1
on i want,1
or later whoever,1
the lord take,1
done or that,1
josh and cassandra,1
i beg your,1
that the child,1
everyone will be,1
take care it's,1
who goes to,1
committed by james,1
meant to be,1
sold stuff to,1
wrong i would,1
in him we,1
of you what's,1
unite the family,1
they won't believe,1
i been given,1
wrong to put,1
this world has,1
bitches none but,1
have never met,1
we'll all be,1
i happy for,1
has gotten to,1
without me god,1
heaven i wish,1
did i hope,1
ya'll can move,1
are filled with,1
officials believe i,1
i could probably,1
what a friend,1
shall praise thy,1
to police and,1
was a lot,1
friends i thank,1
ain't no such,1
her trust i,1
my brothers maria,1
thankful for the,1
carolyn barker and,1
those who kept,1
you raised me,1
this is straight,1
family for sticking,1
help me to,1
a good man,1
everyone involved overlooks,1
sir warden okay,1
and my loved,1
guided me to,1
you are stuck,1
care or who,1
remember i may,1
journey and that's,1
son i am,1
of 5 or,1
long is because,1
that did jesus,1
don't worry about,1
warden baggett thank,1
happy for what,1
the fullest the,1
am really so,1
i blame myself,1
forgives all of,1
keeping on the,1
sorry i've got,1
is lord all,1
life and they,1
apologize face to,1
for not doing,1
of you too,1
the years there,1
dead i left,1
there is there,1
to do do,1
those men a,1
hope i said,1
have met you,1
unfair its system,1
brothers nothing less,1
everybody tell my,1
my proud white,1
i want all,1
do just know,1
my sins that,1
there do what,1
which is harris,1
is wrong this,1
than you think,1
lord forever i,1
but it's something,1
the first stone,1
get to heaven,1
and thank your,1
cdl was still,1
dna test so,1
is love thank,1
that those who,1
ones i'm not,1
take truth and,1
first time being,1
am guilty i,1
maybe hard but,1
and no friend,1
expressed his frustration,1
sorry for but,1
let those without,1
supreme court but,1
wonder how many,1
give all the,1
see you take,1
the first one,1
very serious look,1
done what i,1
we can have,1
dre my queen,1
to keep running,1
ask god's forgiveness,1
and get right,1
brother you are,1
for taking something,1
those officers that,1
eyes i'll be,1
my parents i,1
the big hero,1
and i'm ready,1
killing of any,1
i charge the,1
family and at,1
i thank allah,1
and it will,1
been my rock,1
guilty or innocent,1
than a dog,1
ya'll alright god,1
no animosity towards,1
all praise god,1
and walt we're,1
but they hide,1
be fine i,1
do it english,1
praise to allah,1
kings i love,1
did talk to,1
to international court,1
altered records from,1
just as crooked,1
hate i love,1
thing take comfort,1
work when an,1
taking their loved,1
my kids see,1
i continue to,1
row you have,1
careful i love,1
will even know,1
get closure if,1
other again thank,1
anything this will,1
this hell on,1
cover up the,1
warden shelby god,1
to heaven i'll,1
being able to,1
te quiero mucho,1
this all of,1
life with a,1
with jesus this,1
me keep your,1
reserve a special,1
if mr mcdougal,1
waiting keep the,1
the cadena family,1
turned out ms,1
rule my life,1
king can laugh,1
don't cry it's,1
then he coughed,1
singing amazing grace,1
never been set,1
is right and,1
these people here,1
the support you,1
you for what,1
treated me well,1
about is god,1
are standing over,1
a law suit,1
face of death,1
you give my,1
are real that,1
can say yes,1
the struggle going,1
you know this,1
but that's okay,1
do not worry,1
just don't rush,1
follow we give,1
thing it's not,1
find out who,1
have ever tried,1
us tonight we,1
say all right,1
writing now write,1
keep the struggle,1
wall i want,1
about the letter,1
shy town and,1
am sorry truly,1
in which this,1
in their reformatory,1
with great love,1
the efforts peter,1
dutton rodney ellis,1
you okay receive,1
you amen i,1
see them again,1
love life live,1
to you my,1
saw the newspaper,1
strong and put,1
chris and david,1
people you can,1
greater people in,1
mine by wages,1
know that what,1
irene yes i,1
and frank hollbrook,1
easy they've gotta,1
try to memorize,1
it's not an,1
no enemies only,1
been standing in,1
sorry that all,1
we must move,1
die we die,1
a statement ready,1
truly forgive all,1
i should say,1
rachel daniel oralia,1
for the opportunity,1
that i'm in,1
don't come over,1
the son you,1
you to heaven,1
allah there were,1
innocent of this,1
this crime against,1
on us all,1
too amy thank,1
tribe i am,1
the tables is,1
make my transition,1
was just hurting,1
me who have,1
lady right there,1
k you all,1
and strength i,1
hope that in,1
his life and,1
the almighty god,1
always loved them,1
officer mccarthy i,1
want to continue,1
asking for your,1
my family grandson,1
i have victory,1
beautiful and tiffany,1
me in solidarity,1
want it to,1
way in hell,1
same i know,1
it was about,1
to black men,1
who did i,1
on their way,1
what happens know,1
christ in your,1
stay strong stay,1
to be released,1
dear lord i,1
what's right give,1
them and to,1
place i want,1
saddam and gomorrah,1
best blessings be,1
being we come,1
love you well,1
to be remembered,1
here with the,1
see her she,1
the execution of,1
a party to,1
of this suffering,1
they could forgive,1
paid the one,1
goodbye to get,1
begin my journey,1
so precious to,1
be strong in,1
so and so,1
all ya'll thank,1
fingers god will,1
care give everybody,1
father who are,1
one witness at,1
and keeping me,1
and my future,1
total one i,1
day after instead,1
stay existent as,1
do not fall,1
and with my,1
ashamed to even,1
a plan for,1
ya'll one day,1
do with the,1
home lord i,1
state cough bye,1
almighty early in,1
anthony graves don't,1
y'all just keep,1
hurt i have,1
those that did,1
yoli german menic,1
needs help bobby,1
i have jesus,1
i know she,1
others today i,1
my rock irene,1
little i do,1
the last two,1
the murder of,1
come up here,1
it i hope,1
here behind closed,1
to stop hate,1
here all i,1
to itself and,1
we have gave,1
fullest you only,1
is wrong by,1
say yeah i,1
present i loved,1
family thank all,1
goes is going,1
him accountable for,1
the hate momma,1
to say was,1
the hate out,1
they shall be,1
ones i extend,1
many fantasy motives,1
you is an,1
nothing for what,1
up love you,1
kill your brother,1
hope that y'all,1
i try to,1
dan judy i,1
a poem that,1
let your will,1
her help on,1
thank laura too,1
be very long,1
to be yours,1
head up i,1
bobby hines steve,1
what you seek,1
and hold no,1
learn how to,1
die and i,1
has supported me,1
the t v,1
just ask and,1
terrifying does anyone,1
is an honor,1
and said he,1
don't be upset,1
toward the sky,1
hands thank you,1
i believe isn't,1
are people on,1
wish only now,1
that i committed,1
her rip thank,1
you what's happening,1
for having mercy,1
meant so much,1
watch over all,1
me thank all,1
for the prosecutors,1
and father we,1
god dwells within,1
is worth nothing,1
it ronnie linda,1
right to see,1
victim's family murder,1
everybody has problems,1
to god the,1
excuses for not,1
wanting to apologize,1
faith of islamic,1
parties me the,1
remorseful about what,1
life the things,1
up the state,1
of their father,1
polunsky unit just,1
only statement is,1
name on high,1
house the kids,1
can't because of,1
him it was,1
for or explain,1
that for myself,1
be fixed i,1
circuit and supreme,1
from the island,1
see a man,1
two speakers at,1
last statement i,1
mo b ya'll,1
my heart in,1
is ask you,1
mrs morgan the,1
so with love,1
you closure or,1
bye bye yall,1
one you are,1
love her tell,1
day do that,1
poet once said,1
of justice you,1
the cost may,1
this i deserve,1
you some kind,1
all hellip jesus,1
in the song,1
trouble tonight bruce,1
it feels i've,1
forget tell bobby,1
keep building and,1
strong and don't,1
sentiment towards anyone,1
to happen capital,1
theirs you needed,1
compromise to our,1
your courage for,1
does anyone care,1
prayers i hope,1
momma stay strong,1
the transition first,1
them please forgive,1
you i'm real,1
levin's wife to,1
done tell everyone,1
it because i,1
that in the,1
and family and,1
take that up,1
forgiveness and peace,1
nanny bea kathy,1
jack hello i,1
a half months,1
about it i,1
down somebody completely,1
way god bless,1
verse that jumped,1
it over with,1
is the mic,1
symptom of a,1
to say yeah,1
black man that,1
last 24 years,1
there were two,1
there thank you,1
love with him,1
happen i don't,1
and son i,1
pastures he leads,1
one witness you,1
gone in the,1
very sorry that,1
my first time,1
the foundations of,1
of these is,1
i love so,1
them and wish,1
jane grace and,1
pleasure ya'll just,1
to go my,1
of mistakes in,1
care and god,1
didn't give you,1
the child had,1
green grass goes,1
i held the,1
me all this,1
to see a,1
holy father and,1
could make it,1
just give my,1
jenny carla fran,1
is thanks to,1
on i will,1
me lie down,1
christ be strong,1
spoke to ms,1
beings do make,1
life in prison,1
and y'all know,1
he wished his,1
may my love,1
talk in english,1
to the surace,1
strong do not,1
life is not,1
my sons i,1
did was wrong,1
holy holy i,1
a good service,1
know your not,1
for planting that,1
off than a,1
not supposed to,1
squashed it happens,1
ahead i'm finished,1
sorry ashlee pam,1
respected me while,1
out of fear,1
eyes i've noticed,1
the free world,1
i promise i,1
had i come,1
but the gift,1
of nelson mandela,1
helped you and,1
bed i put,1
has ever been,1
lady i understand,1
voice y'all be,1
asked if he,1
you i guess,1
lived so i,1
blessed are they,1
friends for what,1
tonight i wish,1
some unintelligible sentences,1
ready i will,1
hearts forgiveness and,1
assigned time for,1
caused all my,1
there and vicente,1
there i will,1
oh our father,1
myself to thee,1
roxanne roseanne melissa,1
chance to take,1
a better or,1
apologies for a,1
i have thought,1
you warden shelby,1
been a pleasure,1
lay two speakers,1
i know ya'lls,1
did it thank,1
court no doubt,1
the garza family,1
that ah y'all,1
to edie tom,1
on texas death,1
to life and,1
beat ya the,1
tolson i understand,1
if we ask,1
too yeah i,1
the mistake that,1
of the genocide,1
god has found,1
in you to,1
i took family,1
burden on him,1
there that love,1
a false confession,1
apologize to y'all,1
united yoli german,1
have of my,1
ready you all,1
my death celebrate,1
as you have,1
cool thank you,1
for always being,1
existent as a,1
of your forgiveness,1
for everything fred,1
sentence for killing,1
investigators were just,1
thank you okay,1
and get in,1
to make it,1
murdering me tonight,1
lead me and,1
you are above,1
hurting she showed,1
because they did,1
warmest wishes i,1
i stole 2,1
and marissa can,1
not get it,1
my heart barbara,1
my witnesses tannie,1
i brought into,1
allah we shall,1
it up to,1
jack king knows,1
witnesses and lift,1
for murdering kinslow,1
that you don't,1
the streets of,1
in closing what,1
good seeing the,1
bringing up claims,1
point in it,1
for years i,1
yourselves i love,1
happened but it,1
many supporters around,1
family of humanity,1
lopes family let,1
i first drove,1
okay warden let's,1
that with my,1
sending me to,1
you guys know,1
by me to,1
mexico raise the,1
matter how many,1
purpose but the,1
any doubts about,1
a good thing,1
bless them in,1
of the victim,1
video tapes supporting,1
keep them in,1
pray and i,1
been sorry it,1
was charged with,1
hef yes sir,1
on my grave,1
in to my,1
dr wheat about,1
i still love,1
family tell everyone,1
our faith we,1
fought real hard,1
you today lord,1
how eardmann wasn't,1
talk to you,1
god of salvation,1
the pepper gas,1
was unintelligible we,1
my daughter bruno,1
for rosalyn's family,1
would i have,1
keep your promise,1
from i thought,1
again soon forgive,1
chaplain thank you,1
y'all jesus i,1
want those out,1
or none of,1
coming i can,1
heart will send,1
victim's family and,1
through this whole,1
god forgives as,1
this case is,1
love ya'll joe,1
pauses i didn't,1
only begotten son,1
comfort in my,1
ya'll and i,1
1983 i'm deeply,1
know that may,1
our god is,1
telling on him,1
say it is,1
thirteen year old,1
that then i,1
every time you,1
lynn for me,1
love greatly i,1
peter and lorrell,1
al sharpton i,1
shown my aunt,1
hands oh lord,1
friends inmate to,1
it i'm alright,1
support and for,1
my lawyer did,1
whether you believe,1
hurley who was,1
been showered upon,1
how broke and,1
responsibility for the,1
christ jesus name,1
god please don't,1
sister sister dorothy,1
all when i,1
the media for,1
eyes on christ,1
that don't know,1
for the mistake,1
right even though,1
by the california,1
the gates of,1
guys god give,1
and north america,1
where it started,1
all glory to,1
realize that appear,1
the flesh but,1
save me stefanie,1
not as strong,1
in like a,1
have no pain,1
in each other,1
you're going to,1
that love you,1
the forgiveness please,1
it be don't,1
lot of work,1
don't think any,1
came down and,1
personally just want,1
i've paid the,1
at and desired,1
life forgive them,1
them i just,1
it goes i,1
not exist most,1
you all are,1
for whatever wrongs,1
i wrote him,1
speak to the,1
i hope i'm,1
both sides and,1
apologize and say,1
and the deceased,1
and travesties thank,1
thin you and,1
place where i,1
i gave warden,1
row good men,1
is her to,1
extended family especially,1
everyone spark i,1
and family for,1
still active donna,1
pull us through,1
person was cruel,1
weigh 180 pounds,1
that was murdered,1
the worst mistake,1
is full of,1
free you may,1
hard feelings toward,1
i'll take it,1
home i'm going,1
you too amy,1
killed donna vick,1
but it also,1
been sorry for,1
of your own,1
christ praise the,1
are made but,1
stuff i did,1
ride i guess,1
start loving stop,1
all i do,1
angela christine keep,1
texas is broke,1
show i'm not,1
that i sometimes,1
all since i,1
is broken at,1
final and be,1
want the victim's,1
back my father,1
now is unjust,1
mishap of the,1
need to know,1
find forgiveness for,1
my life i've,1
and her life,1
cindy to know,1
fabrication and cover,1
and martin the,1
being die noel,1
a mother to,1
place where they,1
i'm taking responsibility,1
or my life,1
listening i am,1
you my family,1
he has changed,1
mighty all thy,1
sins on the,1
support them listen,1
move on our,1
has changed me,1
evil woman you,1
to say except,1
me to all,1
mary jean see,1
y'all take it,1
must be avenged,1
the right of,1
showed support and,1
in the state,1
be brought out,1
spirit to go,1
what i believe,1
change anything sorry,1
against places like,1
it that's what,1
lord knew my,1
pin point where,1
to make sure,1
will be resolved,1
them a story,1
the truth over,1
death row lee,1
murder lynching be,1
acted with any,1
i call this,1
was eardmann himself,1
never been more,1
have nothing else,1
of your mom,1
strong as a,1
me hang on,1
but if not,1
i was forgiven,1
he take all,1
caused my family,1
importantly i would,1
die for my,1
it's alright i,1
me the day,1
spirit of winnie,1
tommy i mean,1
the fact that,1
a better son,1
thanks for standing,1
to say before,1
hellip i have,1
years of friendship,1
wanted a third,1
problems my jurors,1
you guys want,1
done everything to,1
where a man,1
is any wrong,1
bring back your,1
apologize for taking,1
love and closeness,1
they witnessed an,1
i made lots,1
dyson for praying,1
for the same,1
this i chose,1
to be it,1
mr mcdougal had,1
someday i will,1
know i sincerely,1
on a deal,1
love you tali,1
todeschini for your,1
rosales rock you,1
home i'm sorry,1
jesus for the,1
names of the,1
ready to join,1
you there someday,1
free now let,1
home mumbled not,1
from behind a,1
brought out i,1
and seele rind,1
it against me,1
keep an eye,1
maybe we can,1
of you please,1
have been sincere,1
roland i love,1
from wrong i,1
for the grace,1
are real bounce,1
you watch over,1
of these visits,1
my family first,1
holder i would,1
good will come,1
earth to the,1
i understand the,1
are mad at,1
or fashion would,1
my kids i'm,1
i used to,1
what i could,1
family of patricia,1
mean our whole,1
this will touch,1
you have cried,1
could had been,1
these racist people,1
tell the family,1
on that tradition,1
see freedom belongs,1
says to obey,1
you doing alright,1
personal friend of,1
ever tell you,1
you pain and,1
just want everybody,1
get there back,1
kyle that i,1
guy fernandez don't,1
for a little,1
animosity toward anyone,1
heart right you,1
that love will,1
to have them,1
get my money,1
must ask forgiveness,1
not have recovered,1
any court of,1
celia stay strong,1
pain i am,1
he said that,1
to ask the,1
of forest hall,1
chaplain wilcox roger,1
a man get,1
would be alive,1
statement and the,1
uncle correct i,1
just going home,1
beyond here and,1
and injustice of,1
the good fight,1
live to the,1
the arguments in,1
wall and your,1
mean you know,1
death gives you,1
first veronica's sister,1
back i am,1
but my lawyer,1
when i tried,1
statement to my,1
isn't that correct,1
being misled i,1
had some lovely,1
loved ones i'm,1
if we live,1
take my smile,1
rejoice and i,1
state sanctioned murders,1
and chooses to,1
the few ways,1
talked to family,1
was handcuffed in,1
up before it's,1
james williams on,1
of all of,1
in me so,1
with you today,1
of justice there,1
get my letter,1
shut up i,1
that he take,1
they have family,1
to y'all i,1
richard lopez for,1
home i don't,1
and of course,1
this moment because,1
you are pursuing,1
send me to,1
don't weigh 180,1
what you wanted,1
sincere and i,1
hernandez that i,1
here i just,1
and i bless,1
graham make sure,1
sonny michelle y'all,1
were not taken,1
and genuine love,1
happened my bad,1
father i mean,1
ago that i,1
pain for all,1
you don't forgive,1
kathy you are,1
i would let,1
my family loved,1
warden love you,1
lives to show,1
will touch your,1
to god almighty,1
her about john,1
you later that's,1
throughout this i,1
this execution helps,1
daughters i hope,1
my mother sisters,1
i didn't walk,1
the key for,1
god i command,1
you do warden,1
watkins and james,1
justice as difficult,1
nutt i just,1
for all have,1
that prayed for,1
i'll smile and,1
deserve this and,1
loud i ran,1
everybody i did,1
easier for everyone,1
they are executing,1
i have dreamed,1
over the bed,1
about me it's,1
hold them in,1
want proof of,1
if there has,1
on living betty,1
unintelligible we extend,1
crying so you,1
its only use,1
intentionally or knowingly,1
booger bear father,1
the one i,1
grace thank you,1
am from the,1
sir don't forget,1
jesus oh my,1
this world was,1
love yall stay,1
that revolutionary on,1
got to find,1
is cullen davis,1
upset but i'm,1
up your voices,1
able to get,1
me while in,1
2008 sandy all,1
sorry you look,1
disappointment i caused,1
warm from the,1
love them this,1
an accident i'll,1
done nothing i,1
hard here to,1
to be fixed,1
i pray the,1
goodbye to stefanie,1
hurt for the,1
set free i've,1
mithas my honor,1
fired no matter,1
my life it,1
lynching us for,1
and charlotte i,1
tell them to,1
moments is wrong,1
i said goodbye,1
out for the,1
kill but it,1
me god loves,1
was the only,1
his mother and,1
testament more or,1
filed but he,1
bring closure i,1
family now there,1
remember who ain't,1
asked christ for,1
me forgive them,1
that's had to,1
we meet again,1
24 years ago,1
to them o,1
you broke the,1
because here i,1
blessed trinity oh,1
that point i,1
would forgive all,1
ran off when,1
to switch my,1
michelle you are,1
not over yet,1
brad thank you,1
of salvation only,1
in possibly due,1
country we will,1
are several bullet,1
are still out,1
a deception your,1
is anything against,1
praise and thank,1
to prove i,1
an example for,1
houston police officer,1
obtain that peace,1
would totally be,1
ya'll forgive me,1
back there waiting,1
it's for justice,1
would carry their,1
love her ya'll,1
and we know,1
above all else,1
for participating in,1
am ready when,1
the families but,1
inflict the pain,1
that one of,1
heart and always,1
is out on,1
you all mrs,1
was too late,1
done love you,1
will get help,1
it stops this,1
i give you,1
t d c,1
evelyn love ya'll,1
that how i,1
do victor gary,1
annette brenda and,1
have been in,1
sister keep your,1
and do your,1
names and i,1
i hope they'll,1
all that has,1
they would not,1
unintentional situation that,1
forgotten tonight my,1
not do this,1
terella i feel,1
thank ya'll for,1
convicted of this,1
wrote wasn't wrong,1
helps his family,1
the judgment upon,1
before dishonor warden,1
here so i,1
memory alive yes,1
to prove it,1
is a beautiful,1
everybody and i,1
carrier i apologize,1
don't cry to,1
the lord christ,1
are my hero,1
life now it,1
mercy i love,1
to demand an,1
answers but i,1
reason is because,1
all learn to,1
guys look after,1
mitchell and rendered,1
going to give,1
better place thank,1
my life if,1
the pain to,1
first one you,1
find peace not,1
all don't waste,1
is a god,1
that we're doing,1
sorry i took,1
it takes just,1
who loved me,1
bobby lambert you,1
all the memories,1
all want closure,1
you guys don't,1
past i would,1
jesus christ praise,1
sentence i am,1
good dude thank,1
penalty as its,1
this was never,1
to murder someone,1
that separates these,1
and by the,1
and killing innocent,1
place thank you,1
us lord i,1
god bless my,1
innocent children that's,1
innocent but those,1
there back in,1
keep my gun,1
side ya'll be,1
is infinite if,1
i received your,1
price is a,1
you to tell,1
i say these,1
irene and i,1
so no victorious,1
to myself what,1
off death row,1
myself to you,1
will move forward,1
last words would,1
fear mommy i,1
that he blesses,1
who's getting the,1
am sorry well,1
keep going the,1
alike than you,1
ones that need,1
please lord forgive,1
people they have,1
circumstances i have,1
for their angelic,1
them know if,1
to feel empty,1
you for bringing,1
something very serious,1
as a conspiracy,1
heart about this,1
worst death any,1
on me as,1
me love and,1
anyone that's it,1
so i will,1
amen cuida mi,1
many leaders have,1
still will remember,1
tragedy that took,1
all this crime,1
crime against michael,1
peterson and chaplain,1
with my decision,1
we'll talk i,1
children that in,1
but i don't,1
the situation that,1
you stephanie felicia,1
are also respectful,1
friends to know,1
was a good,1
and ieisha dad,1
in the newspaper,1
i miss you,1
grudges against anyone,1
y'all so i,1
father gene pinkerton,1
commence my spirit,1
varghese family i,1
drug the american,1
victims' family first,1
but evidently the,1
grief beyond ever,1
bringing my children,1
am not just,1
my mother friends,1
ready to be,1
your mom we,1
had lost a,1
and cleanse us,1
some day you,1
forgiveness all powerful,1
on to the,1
love you connie,1
be stopped or,1
tell everybody i,1
scooter get the,1
ramiro hernandez say,1
have been error,1
mucho y a,1
this mercy and,1
justice if you,1
donna and everybody,1
sorry i forgive,1
to do things,1
why didn't give,1
home amen eden,1
ronald c o'bryan,1
but anyway i,1
get out of,1
for this opportunity,1
debbie bye bro,1
saved and i,1
for you get,1
testified the first,1
at her you,1
this thing i'm,1
crime is about,1
my jesus my,1
was beautiful and,1
not wearing a,1
hi to josh,1
well as everyone,1
family there is,1
i'm fixing to,1
the lost and,1
think that i,1
your god you,1
toward mr amp,1
up in court,1
you i ask,1
has happened for,1
to them praise,1
suppressed minds we,1
or three words,1
let's see that's,1
of my circumstances,1
forgiver go ahead,1
my wife i,1
years if you,1
say i would,1
i do sir,1
for years that,1
the bedroom by,1
north wall and,1
hate i pray,1
feelings toward anyone,1
my love it's,1
you the truth,1
and respect thank,1
stay for a,1
still strong just,1
catharina i love,1
been locked up,1
heaven come home,1
brandon and i,1
dad loves you,1
words give you,1
kiss my black,1
helgren had packed,1
endings only beginnings,1
this murder so,1
i'll be fine,1
to begin my,1
here today and,1
pammy and irene,1
other places they,1
their veins and,1
heroin and methadone,1
appeals not one,1
made in the,1
the unforgivesness within,1
of a century,1
may proceed heavenly,1
them of their,1
charlotte i am,1
of responsibility and,1
this is destiny,1
me written through,1
family and for,1
march on black,1
people because everybody,1
tell you hello,1
lose her life,1
ruiz aka slope,1
the people all,1
best fight you,1
john t ford,1
